Business ID: 36qqRqBt2QJvkW1y9z06NQ	 | Ground Truth Categories :[ "Pediatric Dentists" , "Health & Medical" , "Dentists"]				 | Programatically assigned Categoires :Health & Medical, Doctors		 | precision : 0.5 		 | Recall : 0.33333334		 | F-Measure : 0.4
Business ID: 0lEp4vISRmOXa8Xz2pWhbw	 | Ground Truth Categories :[ "Soup" , "Sandwiches" , "Salad" , "Restaurants"]				 | Programatically assigned Categoires :Ethnic Food,   Soup,  Specialty Food, Salad, Sandwiches, Cafes		 | precision : 0.5 		 | Recall : 0.75		 | F-Measure : 0.6
Business ID: 3Izz-u6lEygo0rfYhufbbg	 | Ground Truth Categories :[ "Sandwiches" , "Chicken Wings" , "Barbeque" , "Restaurants"]				 | Programatically assigned Categoires :Caterers, Barbeque, Specialty Food		 | precision : 0.33333334 		 | Recall : 0.25		 | F-Measure : 0.28571427
Business ID: CtEMIXdIKSVrU3q1p9cKvg	 | Ground Truth Categories :[ "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Comfort Food,  Delicatessen, Specialty Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 3BLfy6cbqF_tZt69HjXD9w	 | Ground Truth Categories :[ "Bakeries" , "Food" , "Breakfast & Brunch" , "Bagels" , "Restaurants"]				 | Programatically assigned Categoires :Food, Cafes, Sandwiches, Salad, Specialty Food, Italian		 | precision : 0.16666667 		 | Recall : 0.2		 | F-Measure : 0.18181819
Business ID: zlRSMNA9YhQwil9_s06EJw	 | Ground Truth Categories :[ "French" , "Restaurants"]				 | Programatically assigned Categoires :Brasseries,  Belgian, Specialty Food		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Xq9tkiHhyN_aBFswFeGLvA	 | Ground Truth Categories :[ "Burgers" , "Bars" , "American (Traditional)" , "Nightlife" , "Restaurants"]				 | Programatically assigned Categoires :Fondue,    Butcher,   Austrian,  Specialty Food, Pretzels		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: ldhpbidKZmiX6jx9zB-J8Q	 | Ground Truth Categories :[ "Hair Salons" , "Cosmetology Schools" , "Specialty Schools" , "Education" , "Beauty & Spas"]				 | Programatically assigned Categoires :Education, Cosmetology Schools, Specialty Schools, Hair Salons		 | precision : 1.0 		 | Recall : 0.8		 | F-Measure : 0.88888896
Business ID: AQRu0p3lp_qkq4A8vWcK8w	 | Ground Truth Categories :[ "Specialty Schools" , "Beauty & Spas" , "Hair Stylists" , "Hair Salons" , "Cosmetology Schools" , "Education"]				 | Programatically assigned Categoires :Education, Cosmetology Schools, Specialty Schools		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: 6tv5Njd-cBrG9kraMWr9dw	 | Ground Truth Categories :[ "Hair Salons" , "Beauty & Spas"]				 | Programatically assigned Categoires :Education, Cosmetology Schools, Specialty Schools		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 4UZYAZhLLAAk1pBPiFFDqw	 | Ground Truth Categories :[ "Nail Salons" , "Hair Removal" , "Massage" , "Beauty & Spas"]				 | Programatically assigned Categoires :Cosmetology Schools, Specialty Schools, Hair Salons		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 2HHfoNoAFCdvAjdsL8BMHw	 | Ground Truth Categories :[ "Hair Salons" , "Blow Dry/Out Services" , "Hair Stylists" , "Makeup Artists" , "Beauty & Spas"]				 | Programatically assigned Categoires :Education, Makeup Artists, Specialty Schools, Hair Salons		 | precision : 0.5 		 | Recall : 0.4		 | F-Measure : 0.44444448
Business ID: _JgDJsioF0mSzO4uVmwuSQ	 | Ground Truth Categories :[ "Active Life" , "Gyms" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Beaches, Recreation Centers, Specialty Schools, Sports Clubs, Weight Loss Centers		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: vPOE89l7_3BVHbDLjX0YJg	 | Ground Truth Categories :[ "Active Life" , "Specialty Schools" , "Education" , "Swimming Lessons/Schools" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Swimming LessonsSchools, Specialty Schools		 | precision : 0.5 		 | Recall : 0.2		 | F-Measure : 0.2857143
Business ID: zeRqhBGZLZOfct1kcfGarw	 | Ground Truth Categories :[ "Hair Salons" , "Massage" , "Beauty & Spas"]				 | Programatically assigned Categoires :Education, Cosmetology Schools, Specialty Schools, Hair Salons		 | precision : 0.25 		 | Recall : 0.33333334		 | F-Measure : 0.28571427
Business ID: LtCFGevtAHkyHU4sOSDHuA	 | Ground Truth Categories :[ "Hair Salons" , "Beauty & Spas"]				 | Programatically assigned Categoires :Cosmetology Schools, Specialty Schools		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 3SZPVLsiJChoDhnue5fG2g	 | Ground Truth Categories :[ "Beauty & Spas" , "Nail Salons"]				 | Programatically assigned Categoires :Day Spas, Beauty & Spas, Skin Care, Speech Therapists, Hair Stylists		 | precision : 0.2 		 | Recall : 0.5		 | F-Measure : 0.2857143
Business ID: zF_OE-AkrNh2fOUESR8n7Q	 | Ground Truth Categories :[ "Hair Salons" , "Skin Care" , "Beauty & Spas"]				 | Programatically assigned Categoires :Men's Hair Salons, Speech Therapists, Hair Salons, Hair Stylists		 | precision : 0.25 		 | Recall : 0.33333334		 | F-Measure : 0.28571427
Business ID: lQE6KkUsd_kPOlVB_crSZA	 | Ground Truth Categories :[ "Dermatologists" , "Doctors" , "Health & Medical"]				 | Programatically assigned Categoires :Dermatologists, Tattoo Removal, Speech Therapists		 | precision : 0.33333334 		 | Recall : 0.33333334		 | F-Measure : 0.33333334
Business ID: 5HBSlIqMPDVxDjdzLLm10A	 | Ground Truth Categories :[ "Hobby Shops" , "Shopping"]				 | Programatically assigned Categoires :Speech Therapists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: MBxp1UME4rectexIN41OJg	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Gastroenterologist"]				 | Programatically assigned Categoires :Speech Therapists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: QfIQGqCuLn2gi5svCkvWng	 | Ground Truth Categories :[ "Arts & Entertainment" , "Stadiums & Arenas"]				 | Programatically assigned Categoires :Professional Sports Teams,  Speech Therapists, Stadiums & Arenas		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: OIhvvfcGNz164QPejKXsqA	 | Ground Truth Categories :[ "Health & Medical" , "Physical Therapy"]				 | Programatically assigned Categoires :Rehabilitation Center, Speech Therapists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Y5mY_dT7-_wauhQXLQgqtA	 | Ground Truth Categories :[ "Food" , "Arts & Entertainment" , "Street Vendors" , "Nightlife" , "Music Venues"]				 | Programatically assigned Categoires :Speech Therapists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: kQgSVtwqYQ8iJgp2XRbnCw	 | Ground Truth Categories :[ "Sporting Goods" , "Shopping" , "Outdoor Gear"]				 | Programatically assigned Categoires :RaftingKayaking, Outdoor Gear, Sporting Goods, Sports Wear		 | precision : 0.5 		 | Recall : 0.6666667		 | F-Measure : 0.57142854
Business ID: 7xKosfis3_mWZ1N7TiInTQ	 | Ground Truth Categories :[ "Sporting Goods" , "Shopping" , "Guns & Ammo" , "Outdoor Gear"]				 | Programatically assigned Categoires :Archery, Outdoor Gear, Sporting Goods, Sports Wear, GunRifle Ranges, Guns & Ammo		 | precision : 0.5 		 | Recall : 0.75		 | F-Measure : 0.6
Business ID: fhVOwHP1m8J-RgjVrH19Iw	 | Ground Truth Categories :[ "Discount Store" , "Shopping"]				 | Programatically assigned Categoires :Party Equipment Rentals, Sporting Goods, Shopping		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: 9vVSZnUYs7vU3lg3tXZruQ	 | Ground Truth Categories :[ "Active Life" , "Archery" , "Sporting Goods" , "Shopping"]				 | Programatically assigned Categoires :Archery, Outdoor Gear, Sporting Goods		 | precision : 0.6666667 		 | Recall : 0.5		 | F-Measure : 0.57142854
Business ID: qQkf0hWe1sD7pD8oO3vYTQ	 | Ground Truth Categories :[ "Burgers" , "Breakfast & Brunch" , "American (Traditional)" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars, Nightlife, Bars		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: X7Z4IfguKLoBGHtfsCT59w	 | Ground Truth Categories :[ "Bars" , "Burgers" , "Nightlife" , "American (New)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars, Nightlife, Bars		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: NkGQRN6ahwQoFEAlHq8NHg	 | Ground Truth Categories :[ "Burgers" , "American (Traditional)" , "Sandwiches" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars, Nightlife, Bars		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: 6aL56OOjoKmYlCkdfQcIMQ	 | Ground Truth Categories :[ "Pizza" , "Bars" , "American (Traditional)" , "Nightlife" , "Restaurants"]				 | Programatically assigned Categoires :Chicken Wings, Sports Bars, Nightlife, Bars		 | precision : 0.5 		 | Recall : 0.4		 | F-Measure : 0.44444448
Business ID: futFqQlvBGRWyQ0bPdMQuw	 | Ground Truth Categories :[ "Bars" , "American (Traditional)" , "Gluten-Free" , "Nightlife" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars, Nightlife, Bars		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: tf5qrrarVIVYOy0evKrayA	 | Ground Truth Categories :[ "Nightlife" , "Bars" , "American (Traditional)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 1.0 		 | Recall : 0.6		 | F-Measure : 0.75
Business ID: JFBg0EvHlRdyWWhe9Agl0g	 | Ground Truth Categories :[ "Burgers" , "Cafes" , "American (New)" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: kUj1sHZisz7zxNysplBoCg	 | Ground Truth Categories :[ "Bars" , "American (Traditional)" , "Nightlife" , "American (New)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: zu6wQBMMWDqaksTZMelasQ	 | Ground Truth Categories :[ "Bars" , "American (Traditional)" , "Nightlife" , "American (New)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 1.0 		 | Recall : 0.5		 | F-Measure : 0.6666667
Business ID: sdYk1mMmkyZrEKBNfEa0bQ	 | Ground Truth Categories :[ "Nightlife" , "Bars" , "American (Traditional)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Pubs, Bars, Sports Bars, Nightlife		 | precision : 0.75 		 | Recall : 0.6		 | F-Measure : 0.6666667
Business ID: KUVq5crwY9oBNMzbevZ0Rg	 | Ground Truth Categories :[ "Bars" , "Sports Bars" , "Nightlife"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 1.0 		 | Recall : 1.0		 | F-Measure : 1.0
Business ID: nrnnVdMNJHn8H1FtcKeybg	 | Ground Truth Categories :[ "Nightlife" , "Bars" , "American (Traditional)" , "Sports Bars" , "Restaurants"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 1.0 		 | Recall : 0.6		 | F-Measure : 0.75
Business ID: qRBeZAFiId0ainBtpFSGuQ	 | Ground Truth Categories :[ "Pubs" , "Bars" , "Restaurants" , "Nightlife" , "Gastropubs"]				 | Programatically assigned Categoires :Sports Bars,Nightlife,Bars		 | precision : 0.6666667 		 | Recall : 0.4		 | F-Measure : 0.5
Business ID: bBjBTLRk0jxEySjixSFUkw	 | Ground Truth Categories :[ "Active Life" , "Yoga" , "Dance Studios" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Active Life, Recreation Centers, Sports Clubs, Fitness & Instruction		 | precision : 0.5 		 | Recall : 0.5		 | F-Measure : 0.5
Business ID: q5Y-gf4myKRiabOK5n6miQ	 | Ground Truth Categories :[ "Active Life" , "Gyms" , "Swimming Pools" , "Trainers" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Beaches, Recreation Centers, Sports Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: oY5tjClU30RavfTToVlWCg	 | Ground Truth Categories :[ "Active Life" , "Barre Classes" , "Yoga" , "Trainers" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Active Life, Trainers, Gyms, Sports Clubs		 | precision : 0.5 		 | Recall : 0.4		 | F-Measure : 0.44444448
Business ID: -25FveJPYkjFxVJhu75F3w	 | Ground Truth Categories :[ "Active Life" , "Gyms" , "Fitness & Instruction"]				 | Programatically assigned Categoires :Leisure Centers, Boot Camps, Sports Clubs		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: gyrHlxgsxo9PIpyXGQq8Cg	 | Ground Truth Categories :[ "Doctors" , "Orthopedists" , "Health & Medical"]				 | Programatically assigned Categoires :Orthopedists, Surgeons, Sports Medicine, Podiatrists		 | precision : 0.25 		 | Recall : 0.33333334		 | F-Measure : 0.28571427
Business ID: jcl5JCUkIPYatAtxTNvIiQ	 | Ground Truth Categories :[ "Health & Medical" , "Physical Therapy"]				 | Programatically assigned Categoires :Ear Nose & Throat, Orthopedists, Sports Medicine, Physical Therapy		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: CMdNwkfXQanQ3asGkNTFIA	 | Ground Truth Categories :[ "Nutritionists" , "Health & Medical" , "Medical Centers" , "Chiropractors"]				 | Programatically assigned Categoires :Chiropractors, Orthopedists, Sports Medicine, Podiatrists, NaturopathicHolistic		 | precision : 0.2 		 | Recall : 0.25		 | F-Measure : 0.22222224
Business ID: 8nK5CL8OUnqc1qRDV7AZvw	 | Ground Truth Categories :[ "Doctors" , "Orthopedists" , "Health & Medical" , "Trainers" , "Fitness & Instruction" , "Active Life"]				 | Programatically assigned Categoires :Hospitals, Doctors, Diagnostic Imaging, Diagnostic Services, Orthopedists, Surgeons, Sports Medicine, Podiatrists		 | precision : 0.25 		 | Recall : 0.33333334		 | F-Measure : 0.28571427
Business ID: Ez1PC4x518Jnld1Ls7NX1g	 | Ground Truth Categories :[ "Doctors" , "Health & Medical" , "Osteopathic Physicians"]				 | Programatically assigned Categoires :Orthopedists, Surgeons, Sports Medicine, Podiatrists		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: S2ePEeTSDuC3_XJFeEke9Q	 | Ground Truth Categories :[ "Health & Medical" , "Chiropractors"]				 | Programatically assigned Categoires :Massage Schools, Massage Therapy, Sports Medicine, Physical Therapy		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: PrRZOrJfwEHqwDTDD-nd1Q	 | Ground Truth Categories :[ "Health & Medical"]				 | Programatically assigned Categoires :Orthopedists, Surgeons, Sports Medicine		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: fVPxoPH4uILVaz0iZAwxHw	 | Ground Truth Categories :[ "Doctors" , "Orthopedists" , "Health & Medical" , "Physical Therapy" , "Podiatrists"]				 | Programatically assigned Categoires :Orthopedists, Surgeons, Sports Medicine, Rheumatologists		 | precision : 0.25 		 | Recall : 0.2		 | F-Measure : 0.22222224
Business ID: VK33754uQwVLJ29pS2Nt7Q	 | Ground Truth Categories :[ "Massage Therapy" , "Rehabilitation Center" , "Health & Medical" , "Physical Therapy"]				 | Programatically assigned Categoires :Sports Medicine, Physical Therapy		 | precision : 0.5 		 | Recall : 0.25		 | F-Measure : 0.33333334
Business ID: plk8_fbizxameMzXOuAhmg	 | Ground Truth Categories :[ "Health & Medical" , "Urgent Care"]				 | Programatically assigned Categoires :Medical Centers, Urgent Care, Sports Medicine		 | precision : 0.33333334 		 | Recall : 0.5		 | F-Measure : 0.4
Business ID: Q87G5ezBUhqjQ1xHfZ3fSA	 | Ground Truth Categories :[ "Sporting Goods" , "Fashion" , "Shopping" , "Shoe Stores" , "Sports Wear"]				 | Programatically assigned Categoires :Outdoor Gear, Outlet Stores, Sports Wear, Shoe Stores		 | precision : 0.5 		 | Recall : 0.4		 | F-Measure : 0.44444448
Business ID: uW1Yz9DkSrwl1RdnhveS3A	 | Ground Truth Categories :[ "Sporting Goods" , "Shopping"]				 | Programatically assigned Categoires :Sports Wear		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: Q2wSUoIxybsTdM04Bhhpig	 | Ground Truth Categories :[ "Sporting Goods" , "Shopping"]				 | Programatically assigned Categoires :Outdoor Gear, Sporting Goods, Sports Wear, Motorcycle Repair		 | precision : 0.25 		 | Recall : 0.5		 | F-Measure : 0.33333334
Business ID: Ex9mKnUkMTppzfV1IaDSRQ	 | Ground Truth Categories :[ "Sporting Goods" , "Shopping"]				 | Programatically assigned Categoires :Sports Wear		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: WTcKjalpko8Ee6v1kbtElg	 | Ground Truth Categories :[ "Active Life" , "Parks"]				 | Programatically assigned Categoires :Dog Parks, Campgrounds, Parks, Sports Wear, Playgrounds		 | precision : 0.2 		 | Recall : 0.5		 | F-Measure : 0.2857143
Business ID: t0NencbvVVlH6mcRlNTPcg	 | Ground Truth Categories :[ "Fashion" , "Shopping" , "Sporting Goods" , "Women's Clothing" , "Fitness & Instruction" , "Active Life" , "Yoga" , "Sports Wear"]				 | Programatically assigned Categoires :Sports Wear		 | precision : 1.0 		 | Recall : 0.125		 | F-Measure : 0.22222222
Business ID: DPB4hpqCd49yC8BwmsOAqA	 | Ground Truth Categories :[ "Sporting Goods" , "Fashion" , "Shopping" , "Outdoor Gear" , "Sports Wear"]				 | Programatically assigned Categoires :Sports Wear, Shoe Stores		 | precision : 0.5 		 | Recall : 0.2		 | F-Measure : 0.2857143
Business ID: 8SHusZtihlrnRpn_VHSzXw	 | Ground Truth Categories :[ "Beauty & Spas" , "Nail Salons"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: HMo8ST_k7JBLvqKUBedR0g	 | Ground Truth Categories :[ "Skin Care" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: h9dTaufTc-Sx3ionPMRdCg	 | Ground Truth Categories :[ "Skin Care" , "Eyelash Service" , "Makeup Artists" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: geFHa5HFpu9asLQ24hmzRg	 | Ground Truth Categories :[ "Hair Salons" , "Blow Dry/Out Services" , "Tanning" , "Makeup Artists" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: dc1IEkw1LUshPEwamZnkdQ	 | Ground Truth Categories :[ "Tanning" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: iiJaChCToDB-vcM4sz9SjA	 | Ground Truth Categories :[ "Beauty & Spas" , "Skin Care" , "Tanning" , "Trainers" , "Fitness & Instruction" , "Active Life"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: NFFJlnUdrf4t20MQxXg8-g	 | Ground Truth Categories :[ "Day Spas" , "Tanning" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: SDIrj3q3RjAIG6FV1MqWXA	 | Ground Truth Categories :[ "Tanning" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: _wS-bbGfXSGFnFMfY5S3bA	 | Ground Truth Categories :[ "Hair Salons" , "Shopping" , "Cosmetics & Beauty Supply" , "Makeup Artists" , "Beauty & Spas"]				 | Programatically assigned Categoires :Cosmetics & Beauty Supply,  Spray Tanning, Hair Stylists		 | precision : 0.33333334 		 | Recall : 0.2		 | F-Measure : 0.25
Business ID: J_QkUsw6yqMil9nKIhSIww	 | Ground Truth Categories :[ "Tanning" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
Business ID: StVwa8jGOFLcWEhXjoQXTg	 | Ground Truth Categories :[ "Tanning" , "Beauty & Spas"]				 | Programatically assigned Categoires :Spray Tanning		 | precision : 0.0 		 | Recall : 0.0		 | F-Measure : 0.0
